mean_return,MO,BLL,NTAP,AFL,AAP,SRE,MGM,DHI,AON,AET,NCLH,NWL,BLK,HES,NTRS,AEP,FL,AOS,OMC,PKI,PXD,FDX,GWW,WEC,KO,SRCL,IDXX,HST,EXPE,ADSK,DHR,HCA,TAP,MAT,DE,MET,EOG,WYNN,GLW,WY,HCP,SCG,MDLZ,CNC,FRT,CSCO,CTL,APH,COST,ORCL,DRE,ROK,FCX,XLNX,STX,ZBH,WYN,SWKS,CCI,CMG,OKE,CHK,UHS,AMP,SO,ALXN,RCL,FITB,UTX,MOS,WDC,COL,LUV,APD,OXY,PSX,LMT,VAR,DISCK,EXC,PRU,RRC,DUK,CHRW,EBAY,UAA,JPM,ADM,DGX,DVA,LH,INCY,ALB,TROW,PFE,HP,BEN,EA,NSC,ECL
7.735806784287950792e-05,4.008072003978159221e-05,6.559866534293038603e-05,5.671708162612232378e-05,4.058913082591233262e-05,4.607084730869056091e-05,4.788851604031519493e-05,5.020935721449398023e-05,4.351670745555552409e-05,7.199823293137896224e-05,4.416151972484432388e-05,4.540936056022924121e-05,6.584517429906674730e-05,2.921515195440752642e-05,5.351411825239671502e-05,4.154914239726445593e-05,6.200079719895690202e-05,4.955489920624157841e-05,1.003102521614614910e-04,2.789182097710395434e-05,4.464138129415030784e-05,4.708013137318161007e-05,1.928883758549762659e-04,4.587562138840877649e-05,5.471874954164251189e-05,7.656344412330501868e-05,5.126289878804547923e-05,5.843654204526497673e-05,3.651437804021558315e-05,5.989187121040985757e-05,7.077395967713575448e-05,6.160965003402424681e-05,5.884636375396797199e-05,5.459232726163844475e-05,4.868950572073804000e-05,6.208961168419591082e-05,4.103861865817923314e-05,4.592288432652488224e-05,5.203552678150340666e-05,4.762127521138257688e-05,4.163673686917597326e-05,4.540294464393532990e-05,5.017560210493683827e-05,5.008917766605839347e-05,3.918742411018114036e-05,4.102693337937535949e-05,4.401979614706672293e-05,4.773481501145329843e-05,6.113387763192378510e-05,3.896342553495510505e-05,6.103334009652916216e-05,4.477407470658818051e-05,5.950708228798434003e-05,4.117021854528909146e-05,4.622781156440888633e-05,3.336383234863107155e-05,5.346293229163366758e-05,7.708681947156108424e-05,4.929040685212817704e-05,4.189201421303764589e-05,4.058130914983260859e-05,4.987412371424465634e-05,8.007801653098061952e-05,3.483896238542634293e-05,9.400246376685953602e-05,4.553558655562980830e-05,3.973242594708091568e-05,7.027343797002756404e-05,4.224900604236449985e-05,5.537066611701062409e-05,4.034784620321874135e-05,4.345468858732683468e-05,5.788624531713864045e-05,4.214874005143498601e-05,4.419392198952053956e-05,7.027994230471724252e-05,4.552104236940112590e-05,5.081824127137400085e-05,6.933805423881273368e-05,5.621167655037134336e-05,9.209997477200975986e-05,4.329014248547189455e-05,3.874386258900885900e-05,1.352849759638452228e-04,4.650200523047779029e-05,5.268187652275011938e-05,7.002985756211421915e-05,5.707776894403747452e-05,4.897493098440202627e-05,4.860872381938694778e-05,5.148792168783962654e-05,5.122642473287706367e-05,4.154659114243147846e-05,5.798712519321397600e-05,4.972071727963312785e-05,6.144244593548405398e-05,8.238520967218628855e-05,3.518873282312623337e-05,7.484215939377901808e-05,8.009073665656673408e-05,7.582547976754889021e-05
3.485938683911966396e-04,3.300013508495014565e-05,4.345290924387838679e-05,3.672157799155648155e-05,3.216775531758593436e-05,2.522366506407532316e-05,4.003076089384436563e-05,3.611167802643502585e-05,3.269545799107506190e-05,4.046550908400627338e-05,2.961682852616494469e-05,3.160707385913522912e-05,4.134434367642817972e-05,3.621223389429523994e-05,3.630455002075121747e-05,3.402723235325815957e-05,3.568394907262766746e-05,2.946479239007503110e-05,3.632274562628535320e-05,2.511981761058626090e-05,2.827967067673462615e-05,2.189689630236514391e-05,4.587562138840877649e-05,1.190613681968307760e-04,3.417571336594359100e-05,3.542154667092384582e-05,3.590076895852508130e-05,4.315938299020072902e-05,2.973829032392691927e-05,3.321740160307123696e-05,4.393381492460707164e-05,4.141016732935585455e-05,4.578234568975167527e-05,3.281389003833559345e-05,3.696325641191275103e-05,5.095863241208204841e-05,3.650990174959235421e-05,3.636451550144822944e-05,3.814693114948749543e-05,3.118457718934368163e-05,2.876432665740696594e-05,3.134970851909789835e-05,1.606889513695532160e-05,2.882882255829328759e-05,3.054679223273395924e-05,2.823160495555813575e-05,3.368914982363487818e-05,3.396271088852631303e-05,4.575628900944546520e-05,4.221181475799272822e-05,4.191914072636386714e-05,3.272516298316893539e-05,3.444596333125213658e-05,3.120199206466060652e-05,3.433391363217566314e-05,1.229091628580087476e-05,3.750388327696941828e-05,3.521379947291406170e-05,3.903735480029591978e-05,3.071330322006465293e-05,2.791782628927232590e-05,3.662523441282018488e-05,4.066022276072592874e-05,3.083695242838001320e-05,3.845890115816857110e-05,4.534659850799642103e-05,3.042487319525602262e-05,5.752453081922649202e-05,2.553878127429453517e-05,3.180649642422009055e-05,2.914681081815942117e-05,3.486156949468811238e-05,4.011142300332673862e-05,2.604853366241850803e-05,1.809685722412882964e-05,3.485006385688503724e-05,3.140646408846023120e-05,4.060247399886277882e-05,3.341489669600094181e-05,4.195000558587857147e-05,2.971722371258529160e-05,3.029540611492267344e-05,3.786046635841800188e-05,4.235596208455058662e-05,3.409548440409493174e-05,4.285829960086745273e-05,5.062156918443859704e-05,3.370307580719390881e-05,4.390017463379934079e-05,2.848696815966529310e-05,3.527264522516262958e-05,3.745067421526069023e-05,3.787530698026344677e-05,4.473826831683039442e-05,3.017485130119654805e-05,3.462002428364868392e-05,4.344972080287432090e-05,3.120793098253176959e-05,4.002437305153471982e-05,4.410411918511087379e-05,3.168387050183151492e-05
1.260435389233536532e-03,5.252332207562324985e-05,1.110814257677423676e-04,1.267735801755685583e-04,6.547503847592953379e-05,8.209327981140263314e-05,4.552353032940257595e-05,1.107494409989908171e-04,1.946249714007158458e-04,1.261044731416161480e-04,9.458373840697091594e-05,6.801058411082490168e-05,6.378499934720234629e-05,7.204338079998635284e-05,9.838551973144165469e-05,4.189845210255765907e-05,1.172215606865288298e-04,1.177174708063487795e-04,5.708431675557835478e-05,8.876306739636807190e-05,6.851467053463107667e-05,7.134640348288011369e-05,5.471874954164251189e-05,3.417571336594359100e-05,3.046930845657544961e-04,4.414769274994203516e-05,8.882801914024781491e-05,6.545873734385439897e-05,5.868457307346602370e-05,1.255861032486445923e-04,1.472497657944244409e-04,1.109791218044361213e-04,1.280806939243168865e-04,9.536813201888402368e-05,7.182104052823173326e-05,6.488963220551572980e-05,3.985428624048047754e-05,1.032910854396464442e-04,1.081706547268385842e-04,5.624465926158877334e-05,9.053211753910313166e-05,7.959287523580666076e-05,8.334011760788875801e-05,3.717539548410216826e-05,1.637844955999834587e-04,5.952239136692818100e-05,4.808738879262204125e-05,8.323050863278865245e-05,5.017994201632844928e-05,5.124447969761717183e-05,1.224313334873418748e-04,7.893953880733056412e-05,8.963566659905692333e-05,6.734312507281471714e-05,6.809703509060295828e-05,8.412029629628820556e-05,1.221356346314562144e-04,4.679527442281947858e-05,9.265891034756852023e-05,7.886438459116975187e-05,5.867806052548440088e-05,9.161490613425827872e-05,1.141276048709464482e-04,8.666739794687249184e-05,4.948633529982778608e-05,5.730480870357402206e-05,8.187543886963643083e-05,6.169035589201435918e-05,6.345138338983584208e-05,1.044156421402411226e-04,4.854479050501482178e-05,7.363421923613996413e-05,7.912483450940894646e-05,6.620881488008997372e-05,9.616886069785725592e-05,1.072180709107887722e-04,1.067883732667617732e-04,6.680243827067203449e-05,8.628233754781750844e-05,9.676764583327272904e-05,3.686472406170319781e-05,7.653682491877537863e-05,4.787790689746852888e-05,5.700209390633268896e-05,7.995931878118830701e-05,7.806334068096735179e-05,1.143859211224848430e-04,9.807607138340171328e-05,6.619043632886891133e-05,6.898822768917808315e-05,8.962364452392233003e-05,1.036871957331353866e-04,8.722120164912347594e-05,5.413736402690071873e-05,4.596964978852247454e-05,2.415087401431990343e-05,1.215536412800296141e-04,8.101488114105228743e-05,1.440231907066537428e-04,1.161021954201537807e-04,4.823547366469699147e-05
6.338601582921378399e-04,3.510907922991815723e-05,4.657574498927014413e-05,2.259288827455170195e-05,3.309501756532605264e-05,1.509980610994683701e-05,4.544995091613601956e-05,4.486832239943007417e-05,2.992699039641541993e-05,4.461325941682426597e-05,1.877277561819702445e-05,3.379294080449967813e-05,2.876440103746771433e-05,3.474212725647732211e-05,4.674743374722781670e-05,4.080146396955153769e-05,5.154720850090525457e-05,4.793841846025386215e-05,8.421616999618174464e-05,2.854384407356159585e-05,3.072448145376371019e-05,2.776612352708510766e-05,7.656344412330501868e-05,3.542154667092384582e-05,4.414769274994203516e-05,1.677935040748230718e-04,2.541954715141099981e-05,4.507564967746559764e-05,2.207167568499979559e-05,6.128876884537545376e-05,3.148167003523454289e-05,3.441526990703408208e-05,3.288741086890885411e-05,4.285008548962082614e-05,3.599274938254485895e-05,2.419307282256033640e-05,3.733069102225543859e-05,4.429057350524206663e-05,2.759700695427828233e-05,4.182390015539081437e-05,3.452463344809140837e-05,4.176617365106139151e-05,2.188418841190712828e-05,4.822500555195671464e-05,3.814128108351751118e-05,3.332496227085682971e-05,3.951862790597576632e-05,3.503333069987061958e-05,3.929114205378043473e-05,3.494224901912762314e-05,5.042943911539421426e-05,4.432921327220197051e-05,3.878474763688057996e-05,3.988129734275155578e-05,3.271321550412183463e-05,1.503109013374952978e-05,4.331913185460505060e-05,8.085195118184616652e-05,4.073639651748273182e-05,2.864741085238767292e-05,3.245823873720175368e-05,3.321189506077495203e-05,6.688150744523699276e-05,4.461929233357373088e-05,8.130710648380716336e-05,3.753270522744295019e-05,2.046066815894086847e-05,3.240076959734822584e-05,3.666113685510805678e-05,5.124458241959635571e-05,3.787739999056078435e-05,3.301642021052630455e-05,5.310542564215124564e-05,2.986244823434432483e-05,2.835909781381316824e-05,4.840518345836776839e-05,2.177624061009546285e-05,4.389590461420178288e-05,5.789631349937189819e-05,3.717651510916082213e-05,9.354979887779226897e-05,3.575325483264331730e-05,3.941474069592873741e-05,8.653035083492805770e-05,4.648666653454311659e-05,3.959897554303243940e-05,5.831431169642363346e-05,4.045461204478010783e-05,4.410216941498377666e-05,3.724989511459910938e-05,4.267165950272091304e-05,3.649079499137956206e-05,4.568325929980280345e-05,3.947318901685883220e-05,2.265078805798765590e-05,5.768237495639542842e-05,5.887397070497925772e-05,2.977315859522740597e-05,4.164988357808169326e-05,6.006943083686958859e-05,8.636560096954351551e-05
7.519150327228298980e-04,5.145292622564421822e-05,1.215509096241080650e-04,1.719386062899247653e-04,6.290624974413418365e-05,9.842068472716239023e-05,3.997791271314030971e-05,8.309906423505436708e-05,7.346753739857024416e-05,1.402054531167737470e-04,1.454125388622176337e-04,6.360170243292020975e-05,7.252069380645425429e-05,5.412217809439174036e-05,7.833535363973778828e-05,3.265045469416515996e-05,8.467203228875553678e-05,6.285316876564425747e-05,6.226613125933489314e-05,6.625356906137433422e-05,9.148911355057044010e-05,7.593555993118779801e-05,5.126289878804547923e-05,3.590076895852508130e-05,8.882801914024781491e-05,2.541954715141099981e-05,1.649809891683216433e-04,5.769844998796054455e-05,7.395798867565535231e-05,8.916613218565724267e-05,1.040790868273639742e-04,1.344886361243078960e-04,1.100645966233947402e-04,8.404581144615328446e-05,7.517001231617292988e-05,7.527281371221626713e-05,3.179500758643612104e-05,7.547090626251186059e-05,1.356980893860380280e-04,7.164314814671632152e-05,8.318081288156694913e-05,6.296937599367799163e-05,8.712086895477710391e-05,2.595666608237579931e-05,8.164963956427711189e-05,7.746943010568549620e-05,4.046884266658302287e-05,1.100473344483374313e-04,6.618207450688439722e-05,5.770081876117318570e-05,1.059081451784407376e-04,5.849824820611434757e-05,8.910675426049947338e-05,4.724577005119376887e-05,7.125718776329822166e-05,9.595312651048139275e-05,9.280344626832578623e-05,3.444064461246161671e-05,7.978588097598549034e-05,8.600103069907698012e-05,5.629404855244219102e-05,9.089191053731410697e-05,1.081376628875442656e-04,5.049867053171814565e-05,5.313074592615420590e-05,4.026542522335204853e-05,1.209431156509965620e-04,6.863874606530713789e-05,5.795168550186431255e-05,6.819353118592401148e-05,4.370339232684870010e-05,6.816562077198856380e-05,7.571113640404630938e-05,8.294154802614782233e-05,7.656474569440079373e-05,1.086721861112414412e-04,1.462963107767743744e-04,6.297476487632808358e-05,8.785850565385929043e-05,1.062269195839911986e-04,7.231236959903925853e-06,7.329252918554385733e-05,4.079082302029362744e-05,4.457147874509614877e-05,7.059902527631274670e-05,7.386979777452412892e-05,9.046360236209483269e-05,6.785087733826475039e-05,6.405745054277672487e-05,6.357729463475321821e-05,8.677097268557772364e-05,8.223532560129312105e-05,8.088363458418912908e-05,5.976747705883446503e-05,5.325220308090257627e-05,1.818707774194074734e-05,9.826734925953425697e-05,7.058215739675941327e-05,1.488544453407951874e-04,9.042991968871207933e-05,3.142775472760899787e-05
8.320557960939511249e-04,3.756660754921167670e-05,6.711768462075148932e-05,7.679307860373248574e-05,4.962413948381144143e-05,4.567855342096171194e-05,3.883811512659056245e-05,5.458320268628407291e-05,5.317373735702728415e-05,7.451307698806504854e-05,5.583086274510509230e-05,5.677845122262274003e-05,1.558411848911343454e-04,4.392687043315490807e-05,5.361428692196727649e-05,4.241767874347597843e-05,6.206955228702857436e-05,5.365636509367055577e-05,5.011688641529839352e-05,4.356128410867461383e-05,4.823072900936331721e-05,4.955188081397759591e-05,5.843654204526497673e-05,4.315938299020072902e-05,6.545873734385439897e-05,4.507564967746559764e-05,5.769844998796054455e-05,2.154230706613720315e-04,5.901164767446055980e-05,6.126511279734063128e-05,5.265384094683108401e-05,7.203823160458310416e-05,3.585156915507751194e-05,6.555876141007035399e-05,7.025273234847338635e-05,8.067917368803492002e-05,4.857359698259067134e-05,5.136085602234162338e-05,6.262051854120358077e-05,4.218521190216536701e-05,5.223003306779961719e-05,5.112247043970025964e-05,4.025811922224007165e-05,3.615831830206726161e-05,5.136617389102006182e-05,4.579807589506248289e-05,4.293295898538796162e-05,6.139994336174839069e-05,9.351208551226506999e-05,5.720004508169279492e-05,7.314838498014911692e-05,4.975037121272791123e-05,5.736901055162505674e-05,4.566238689588021936e-05,5.376560398864131863e-05,4.941268517188570009e-05,8.777262640874999747e-05,3.913758620262369580e-05,6.224148663228327332e-05,5.254444758197142156e-05,4.354118867714721800e-05,5.854919545730866815e-05,6.391261243910288420e-05,4.797845499136862421e-05,4.699690527865816372e-05,4.727797182211929356e-05,5.293522173229673575e-05,8.250256872762853986e-05,4.660445012286605989e-05,6.239350882282119494e-05,4.277115957333775981e-05,4.608411789101045196e-05,6.173212230378268624e-05,4.390868815856613551e-05,4.797739700292768221e-05,8.361866237117434599e-05,6.754856878302505758e-05,7.215080072560732560e-05,7.466735190785898154e-05,6.624362738026413650e-05,4.203341203472924794e-05,5.051734616587233174e-05,4.799449539151853247e-05,5.809482307712647092e-05,5.792298259687405672e-05,5.032026948685009121e-05,6.025150035777985667e-05,6.049291222491802965e-05,6.632010290631056362e-05,6.192353670904429664e-05,5.533035248633336200e-05,5.999062235013795662e-05,6.711546592912547872e-05,7.343549138753704215e-05,5.372254004576412165e-05,4.363901684090289244e-05,5.895593815672020403e-05,4.494683106750648572e-05,7.366964068915430642e-05,6.476236057711791524e-05,3.802115920656171235e-05
2.549468978577747093e-04,4.293961779566949055e-05,8.614376596751186204e-05,9.530907833151945792e-05,5.248541851631039655e-05,8.146841170984330091e-05,3.817680721487226462e-05,5.504616178352724317e-05,5.475037102219020067e-05,9.504662929038997735e-05,7.933638851563210156e-05,6.798236937229339963e-05,7.049569957022292627e-05,4.115319910919276709e-05,4.629940598003004867e-05,2.940098035376944685e-05,7.742841134166929501e-05,3.591158769651514642e-05,4.180263285792318827e-05,4.534340617614287307e-05,5.854422405910485449e-05,6.802746316688809377e-05,3.651437804021558315e-05,2.973829032392691927e-05,5.868457307346602370e-05,2.207167568499979559e-05,7.395798867565535231e-05,5.901164767446055980e-05,2.238989240614661428e-04,5.683839928173087480e-05,7.873512294667062335e-05,8.771791358241706076e-05,1.117572061444664676e-04,5.295872889886576128e-05,5.816480806247509468e-05,6.561617333914080091e-05,3.552412464079088706e-05,4.805219639664053447e-05,7.698318776326492892e-05,4.640057907250540376e-05,7.032638869693354406e-05,3.741940856409087279e-05,6.719953538464593687e-05,2.903087769951074885e-05,5.283258102474684107e-05,5.270629565091823686e-05,3.231375736504683746e-05,6.562953104607217912e-05,6.177920846545585469e-05,3.616534759795272377e-05,7.291783198406842420e-05,5.080873995316351953e-05,6.989527788226084274e-05,3.491610656979119543e-05,5.462704061883540016e-05,8.111088934645508254e-05,6.598467733785725383e-05,2.445616736247536053e-05,5.392262680114874780e-05,5.893309465243978926e-05,3.623281250013518710e-05,6.129416402643774982e-05,6.845705373094802067e-05,3.205974581512611445e-05,3.391679723121090957e-05,3.746658528583064160e-05,6.527676064848440146e-05,6.439217498655274363e-05,3.682779177907413395e-05,5.386393938116665358e-05,3.961831182298402497e-05,6.134313171610859979e-05,4.814813865624099643e-05,5.675527981345937110e-05,4.724603078339446410e-05,7.361185826813032335e-05,8.323517812315234829e-05,5.164216267506400966e-05,8.461327329927304864e-05,8.669748046080086486e-05,1.473866438380796873e-05,6.273685567966726258e-05,3.535913771353859595e-05,3.621058516674532121e-05,5.076732868823843469e-05,5.577693015503916912e-05,7.070218177440093944e-05,3.835243590478693807e-05,4.317265839016421857e-05,5.526198640968972006e-05,6.828156906175311539e-05,6.207640390602305492e-05,4.082124823378740152e-05,5.002466180728029746e-05,4.058324768563642641e-05,2.642788410839202570e-05,7.456749222717738604e-05,5.599381686159187447e-05,1.357960856447908593e-04,6.684662528529087427e-05,2.380680945635625111e-05
9.388505490063342885e-04,4.814386744810206708e-05,1.034095422398004363e-04,1.230425679305696164e-04,5.451780658348052082e-05,7.832660960299194137e-05,3.906593729420614302e-05,1.089357672487509823e-04,9.403738331097633767e-05,1.303133913781065565e-04,8.749059937111059544e-05,7.354388215566393030e-05,5.654276157797347038e-05,6.683517119993384733e-05,1.051491686827190302e-04,4.355981239294510511e-05,1.088019879605695592e-04,1.100743232845357688e-04,6.931093208658087703e-05,8.015757728518739782e-05,6.760478302700815418e-05,6.155426210742658379e-05,5.989187121040985757e-05,3.321740160307123696e-05,1.255861032486445923e-04,6.128876884537545376e-05,8.916613218565724267e-05,6.126511279734063128e-05,5.683839928173087480e-05,3.658614121274778009e-04,1.074547510360785476e-04,1.016266196077244953e-04,1.161144104974659819e-04,1.028027126435721473e-04,6.467198465316781699e-05,4.858067631146392322e-05,3.717540614243868631e-05,9.751766685557390244e-05,9.687974637044907949e-05,5.969568515222358829e-05,9.023151009788511181e-05,7.661475031704740723e-05,7.572081381913033083e-05,3.900838809307398392e-05,1.103336615011647602e-04,6.253332769199775607e-05,3.348830358324065393e-05,7.974570076736837152e-05,5.850816567696105839e-05,5.333927349826353187e-05,1.295655030210115871e-04,7.456930125387148216e-05,8.141207605256254860e-05,7.976069560764408560e-05,6.007724469625684924e-05,5.402820326949084415e-05,1.265912835450525172e-04,5.049251026533013541e-05,9.824275894313378766e-05,6.897837276323349109e-05,5.935788984986834556e-05,1.050309188111545901e-04,1.175188365695200465e-04,7.618144602968105221e-05,5.641191340355310982e-05,4.860861615174270450e-05,8.573562355394523176e-05,4.843033606449636961e-05,7.885986133068052448e-05,1.238216188055460355e-04,4.078788379394731527e-05,6.576867405073395475e-05,7.815721243702922129e-05,6.324869512191329225e-05,9.698256827964159298e-05,1.087686137488043961e-04,1.017427230718758688e-04,8.843666250169702093e-05,8.905812736964175704e-05,8.211780657869467627e-05,3.406240445519509788e-05,6.552170960887667567e-05,4.396277119045110198e-05,5.931100281269924664e-05,9.420658267406950147e-05,7.643116298291783889e-05,1.417096429161546483e-04,9.299698544704352167e-05,7.143567661561158475e-05,7.172443242170256422e-05,8.085909737492061951e-05,1.040969664199952594e-04,9.068761483193764838e-05,5.818780008853739830e-05,6.994593563437558124e-05,2.490736188241412814e-05,1.068914148348834483e-04,8.084906144598490835e-05,1.473028064703211138e-04,1.121954247269980437e-04,5.690278285815509717e-05
5.743007567489633253e-04,5.225740101230693627e-05,1.281192442163225638e-04,1.521437502050323565e-04,6.781346183712509831e-05,1.289774183456620759e-04,3.947704467609571710e-05,8.949862151745813449e-05,1.193377878756174485e-04,1.565118442750781458e-04,1.187405181062573103e-04,8.552405906066727571e-05,7.055189857544633299e-05,7.788982931846355137e-05,8.997972037005638540e-05,3.035842489968512128e-05,9.497954756219456054e-05,8.658609842342563322e-05,8.157525678160553156e-05,9.267034806684005838e-05,8.357619184192041552e-05,8.406092676741017437e-05,7.077395967713575448e-05,4.393381492460707164e-05,1.472497657944244409e-04,3.148167003523454289e-05,1.040790868273639742e-04,5.265384094683108401e-05,7.873512294667062335e-05,1.074547510360785476e-04,6.067947284408198349e-04,1.321547771176784171e-04,1.603523414081589583e-04,9.832825385419340113e-05,8.787730118330255369e-05,9.281172998535538294e-05,3.336651915341640152e-05,1.019053946546944302e-04,1.100143056946813137e-04,6.494031863317744485e-05,9.148890589785299066e-05,7.860926306563654088e-05,1.412309637730949693e-04,3.681576880992724589e-05,1.288711719889015480e-04,6.761427536112723092e-05,5.053757318265905170e-05,1.091379077054462841e-04,6.430240940619032740e-05,6.004859305357460405e-05,1.214119050790393506e-04,8.391850308486614306e-05,1.088959630560438005e-04,5.108871820780929487e-05,6.512354731786733082e-05,1.121664954622145059e-04,1.351668891086560160e-04,5.174269112392433932e-05,7.465126271873203734e-05,8.513317598015544211e-05,6.974323103955972999e-05,1.067949147574570460e-04,1.284011478115287699e-04,7.077618970595919484e-05,6.959095708017969226e-05,4.691771738760361793e-05,9.981405779608417913e-05,9.228558310110006671e-05,6.304268529097093962e-05,4.669242740881197581e-05,4.738331601934788720e-05,7.863775975936784497e-05,7.815998514877347950e-05,8.223799910631220123e-05,1.036795133946965413e-04,1.293847644767876393e-04,1.288139574955455256e-04,5.944122255478248698e-05,9.674301844679016190e-05,1.160292523550090241e-04,3.614362858486740767e-05,8.339065852927184336e-05,4.080642671204037873e-05,5.886852545886717917e-05,7.419415556184053733e-05,8.850129545491076607e-05,1.188492024653756688e-04,1.175755301556033353e-04,5.376321189962910975e-05,7.786344907480201283e-05,1.017163887560747085e-04,9.586449125195601370e-05,9.758862338276453165e-05,5.924052542382427671e-05,6.342604729955383957e-05,2.047714254580952089e-05,1.137753272448952180e-04,8.777848971142321278e-05,2.093347852041317885e-04,1.057489573106026745e-04,4.592991436369844491e-05
6.845511306735512294e-04,6.265472782467066304e-05,1.530216248918881642e-04,2.034423998090821302e-04,7.360703296267641349e-05,1.170382435259058074e-04,5.311491886415979543e-05,1.046364212986219711e-04,8.341069842156636528e-05,1.763929092099931974e-04,1.484958322704620277e-04,8.375731255195692244e-05,8.380809672591335189e-05,7.215663569541192401e-05,9.451442359857362716e-05,4.936814132522071043e-05,1.072107820713074256e-04,9.262516308436280195e-05,7.599822215587725787e-05,7.540141277381669216e-05,1.133318885524578517e-04,9.388229805374771861e-05,6.160965003402424681e-05,4.141016732935585455e-05,1.109791218044361213e-04,3.441526990703408208e-05,1.344886361243078960e-04,7.203823160458310416e-05,8.771791358241706076e-05,1.016266196077244953e-04,1.321547771176784171e-04,2.116954564713001560e-04,1.376280321319971135e-04,1.038752187483797386e-04,9.225341721528460426e-05,9.069907387463227563e-05,4.349878863316214065e-05,8.633614053186240039e-05,1.476865504178481356e-04,8.392948293245608524e-05,1.001308307778142235e-04,8.193367578181877224e-05,1.094804644696333702e-04,4.185773327595624727e-05,1.018044618018061219e-04,9.659284636348298677e-05,5.302409802422499384e-05,1.220100667845319984e-04,7.745136485221907588e-05,7.022928613480670674e-05,1.327309700307811077e-04,7.770608103677267430e-05,1.024851824403687803e-04,5.849565785432705160e-05,7.647437650056974814e-05,1.071044057765899648e-04,1.113431803314883701e-04,4.549080687274751023e-05,9.636078008674635786e-05,9.830571604577853951e-05,7.001231210839910918e-05,1.122529078225547553e-04,1.351560764301109295e-04,6.119182941994570646e-05,6.755321719934554033e-05,4.925026819841781775e-05,1.216915056895813120e-04,9.324202076624430076e-05,6.527711619243213245e-05,8.842763621048079458e-05,5.167881567139335233e-05,8.418373988269812168e-05,8.858394567098002955e-05,9.971017883614721798e-05,9.584454402319336872e-05,1.265105974302503514e-04,1.760595004225424100e-04,7.843701245663829518e-05,1.042560671724993194e-04,1.233075183678822458e-04,2.302675801397117110e-05,8.855480208252087713e-05,5.210763237208181059e-05,5.875795391518750209e-05,9.050256011373109389e-05,9.331992316900016645e-05,1.067264368250374536e-04,8.601876652876063324e-05,7.585701325574753550e-05,7.831054550949528294e-05,1.055732755635978331e-04,1.033990693061271390e-04,9.985547421524114333e-05,7.428859653130985390e-05,6.863092099848140334e-05,3.307650557235763288e-05,1.180124365709260922e-04,8.949837145546250166e-05,1.777767652256476182e-04,1.139580269790946808e-04,4.602028848261810706e-05
2.533687465860576422e-04,6.184371795824607470e-05,1.360490512065733897e-04,1.494960311056421707e-04,7.004851685350624649e-05,1.655522960056213981e-04,4.674154008868127558e-05,9.657294650353625632e-05,9.795038288419491250e-05,1.610507994828636036e-04,1.149871254636095557e-04,7.275130126296269165e-05,6.745450716483991822e-05,9.189392501594815274e-05,8.622917479270040500e-05,3.804971006776183953e-05,1.119316364860311805e-04,9.694619265337331936e-05,8.145287455000816887e-05,8.248508881488407051e-05,8.094269656810342136e-05,1.381934513698417273e-04,5.884636375396797199e-05,4.578234568975167527e-05,1.280806939243168865e-04,3.288741086890885411e-05,1.100645966233947402e-04,3.585156915507751194e-05,1.117572061444664676e-04,1.161144104974659819e-04,1.603523414081589583e-04,1.376280321319971135e-04,5.846814552339077344e-04,1.151464445410603195e-04,9.113677261232146741e-05,8.574769885656600510e-05,3.631930872000905901e-05,8.052172207912249827e-05,1.250680277319344950e-04,6.173593421599056833e-05,1.243359284826435203e-04,6.765245049515758490e-05,1.645038060988251484e-04,5.105873379127366603e-05,1.201124664481390567e-04,7.113164797381637497e-05,5.614122188228999697e-05,1.053169053286617346e-04,6.163233357832003181e-05,5.242018763510685673e-05,1.250975020561595431e-04,8.248766728323289903e-05,1.125423032440604445e-04,5.030172988994198891e-05,7.317788897772409674e-05,1.606203833018085504e-04,1.188648180601859498e-04,4.546939201272551825e-05,9.159001290670811424e-05,9.617787376917348119e-05,6.128665590529499803e-05,9.984124329867921264e-05,1.326106288901811347e-04,6.613578795588657673e-05,7.323634358247490465e-05,5.154728730349760184e-05,1.009224696834056466e-04,8.352031781485565003e-05,5.403183262298485274e-05,8.850229125530154777e-05,5.387943796944194655e-05,9.327696944637375604e-05,1.649011849760671907e-04,9.740410709166644481e-05,9.884303151155032926e-05,1.398738585765816776e-04,1.199103779909250003e-04,6.963335393747407151e-05,9.930629972880643187e-05,1.646486389167549922e-04,2.430012934884976782e-05,8.339655098679533203e-05,3.718587631917053926e-05,5.424044746296802775e-05,6.243325160708728695e-05,7.923449430014665204e-05,9.097427513730966403e-05,6.220193291428130435e-05,6.145071370169166150e-05,7.303448248904488474e-05,1.088449379337474640e-04,1.089638164130576621e-04,8.536336250167699381e-05,5.611995111806003224e-05,5.795006632240531691e-05,3.328551986814699549e-05,1.298023649436055697e-04,8.606265517618448145e-05,2.274728925264889613e-04,1.221870189363065981e-04,4.102580938575510862e-05
