iShares Core S&P 500 ETF
Inception Date,"May 15, 2000"
Fund Holdings as of,"29-Apr-2015"
Total Net Assets,"$69,377,710,110"
Shares Outstanding,"330,600,000"
Stock,"99.66"
Bond,"0.00"
Cash,"0.26"
Other,"0.08"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Market Value,Shares,Price,Exchange,Notional Value
"DOV","US2600031080","2278407","DOVER CORP","0.0667","Equity","Industrials","$46,776,246","610,975","76.56","New York Stock Exchange Inc.","46,776,246.00"
"KEY","US4932671088","2490911","KEYCORP","0.0663","Equity","Financials","$46,442,145","3,205,117","14.49","New York Stock Exchange Inc.","46,442,145.33"
"HBI","US4103451021","B1BJSL9","HANESBRANDS INC","0.0662","Equity","Consumer Discretionary","$46,430,203","1,503,082","30.89","New York Stock Exchange Inc.","46,430,202.98"
"BCR","US0673831097","2077905","C R BARD INC","0.0659","Equity","Health Care","$46,157,640","278,276","165.87","New York Stock Exchange Inc.","46,157,640.12"
"AMG","US0082521081","2127899","AFFILIATED MANAGERS GROUP INC","0.0658","Equity","Financials","$46,112,557","204,581","225.40","New York Stock Exchange Inc.","46,112,557.40"
"ALTR","US0214411003","2021690","ALTERA CORP","0.0655","Equity","Information Technology","$45,912,859","1,127,526","40.72","NASDAQ","45,912,858.72"
"SLG","US78440X1019","2096847","SL GREEN REALTY REIT CORP","0.0655","Equity","Financials","$45,885,576","369,866","124.06","New York Stock Exchange Inc.","45,885,575.96"
"TXT","US8832031012","2885937","TEXTRON INC","0.0654","Equity","Industrials","$45,810,348","1,037,372","44.16","New York Stock Exchange Inc.","45,810,347.52"
"LRCX","US5128071082","2502247","LAM RESEARCH CORP","0.0651","Equity","Information Technology","$45,598,631","596,997","76.38","NASDAQ","45,598,630.86"
"LH","US50540R4092","2586122","LABORATORY CORPORATION OF AMERICA","0.0647","Equity","Health Care","$45,346,061","375,848","120.65","New York Stock Exchange Inc.","45,346,061.20"
"XRX","US9841211033","2985202","XEROX CORP","0.0644","Equity","Information Technology","$45,166,873","3,917,335","11.53","New York Stock Exchange Inc.","45,166,872.55"
"TSCO","US8923561067","2900335","TRACTOR SUPPLY","0.0644","Equity","Consumer Discretionary","$45,141,165","510,358","88.45","NASDAQ","45,141,165.10"
"HOG","US4128221086","2411053","HARLEY DAVIDSON INC","0.0643","Equity","Consumer Discretionary","$45,061,129","792,632","56.85","New York Stock Exchange Inc.","45,061,129.20"
"TAP","US60871R2094","B067BM3","MOLSON COORS BREWING CLASS B","0.0633","Equity","Consumer Staples","$44,370,004","599,028","74.07","New York Stock Exchange Inc.","44,370,003.96"
"FAST","US3119001044","2332262","FASTENAL","0.0626","Equity","Industrials","$43,870,574","1,018,706","43.06","NASDAQ","43,870,573.89"
"HSIC","US8064071025","2416962","HENRY SCHEIN INC","0.0624","Equity","Health Care","$43,697,274","314,030","139.15","NASDAQ","43,697,274.50"
"EFX","US2944291051","2319146","EQUIFAX INC","0.0622","Equity","Industrials","$43,615,133","447,748","97.41","New York Stock Exchange Inc.","43,615,132.68"
"MAC","US5543821012","2543967","MACERICH REIT","0.0615","Equity","Financials","$43,104,930","527,471","81.72","New York Stock Exchange Inc.","43,104,930.12"
"NTAP","US64110D1046","2630643","NETAPP INC","0.0614","Equity","Information Technology","$43,014,600","1,168,875","36.80","NASDAQ","43,014,600.00"
"TSN","US9024941034","2909730","TYSON FOODS INC CLASS A","0.0612","Equity","Consumer Staples","$42,929,304","1,094,856","39.21","New York Stock Exchange Inc.","42,929,303.76"
"PNR","IE00BLS09M33","BLS09M3","PENTAIR","0.0611","Equity","Industrials","$42,844,972","683,660","62.67","New York Stock Exchange Inc.","42,844,972.20"
"NVDA","US67066G1040","2379504","NVIDIA CORP","0.0611","Equity","Information Technology","$42,839,505","1,934,937","22.14","NASDAQ","42,839,505.18"
"SRCL","US8589121081","2860826","STERICYCLE INC","0.0609","Equity","Industrials","$42,704,663","318,537","134.07","NASDAQ","42,704,662.91"
"MSI","US6200763075","B5BKPQ4","MOTOROLA SOLUTIONS INC","0.0609","Equity","Information Technology","$42,685,305","714,518","59.74","New York Stock Exchange Inc.","42,685,305.32"
"KSU","US4851703029","2607647","KANSAS CITY SOUTHERN","0.0609","Equity","Industrials","$42,680,799","413,734","103.16","New York Stock Exchange Inc.","42,680,799.44"
"EMN","US2774321002","2298386","EASTMAN CHEMICAL","0.0606","Equity","Materials","$42,495,666","557,028","76.29","New York Stock Exchange Inc.","42,495,666.12"
"XLNX","US9839191015","2985677","XILINX INC","0.0606","Equity","Information Technology","$42,459,201","979,677","43.34","NASDAQ","42,459,201.18"
"SJM","US8326964058","2951452","JM SMUCKER","0.0605","Equity","Consumer Staples","$42,427,006","365,687","116.02","New York Stock Exchange Inc.","42,427,005.74"
"RCL","LR0008862868","2754907","ROYAL CARIBBEAN CRUISES LTD","0.0604","Equity","Consumer Discretionary","$42,348,219","617,231","68.61","New York Stock Exchange Inc.","42,348,218.91"
"WEC","US9766571064","2973995","WISCONSIN ENERGY CORP","0.0602","Equity","Utilities","$42,197,885","845,649","49.90","New York Stock Exchange Inc.","42,197,885.10"
"XL","IE00B5LRLL25","B5LRLL2","XL GROUP PLC","0.0598","Equity","Financials","$41,916,416","1,132,570","37.01","New York Stock Exchange Inc.","41,916,415.70"
"XEC","US1717981013","2987521","CIMAREX ENERGY","0.0591","Equity","Energy","$41,421,238","328,219","126.20","New York Stock Exchange Inc.","41,421,237.80"
"LLTC","US5356781063","2516839","LINEAR TECHNOLOGY CORP","0.0591","Equity","Information Technology","$41,418,947","896,320","46.21","NASDAQ","41,418,947.20"
"VMC","US9291601097","2931205","VULCAN MATERIALS","0.0587","Equity","Materials","$41,122,391","495,033","83.07","New York Stock Exchange Inc.","41,122,391.31"
"CTXS","US1773761002","2182553","CITRIX SYSTEMS INC","0.0586","Equity","Information Technology","$41,037,382","598,911","68.52","NASDAQ","41,037,381.72"
"UHS","US9139031002","2923785","UNIVERSAL HEALTH SERVICES INC CLAS","0.0583","Equity","Health Care","$40,833,560","341,104","119.71","New York Stock Exchange Inc.","40,833,559.84"
"MHK","US6081901042","2598699","MOHAWK INDUSTRIES INC","0.0580","Equity","Consumer Discretionary","$40,638,112","232,550","174.75","New York Stock Exchange Inc.","40,638,112.50"
"TSO","US8816091016","2884569","TESORO CORP.","0.0580","Equity","Energy","$40,625,178","468,032","86.80","New York Stock Exchange Inc.","40,625,177.60"
"CBG","US12504L1098","B6WVMH3","CBRE GROUP INC","0.0577","Equity","Financials","$40,452,546","1,048,265","38.59","New York Stock Exchange Inc.","40,452,546.35"
"JWN","US6556641008","2641827","NORDSTROM INC","0.0576","Equity","Consumer Discretionary","$40,364,719","526,817","76.62","New York Stock Exchange Inc.","40,364,718.54"
"O","US7561091049","2724193","REALTY INCOME REIT CORP","0.0575","Equity","Financials","$40,272,569","842,170","47.82","New York Stock Exchange Inc.","40,272,569.40"
"WU","US9598021098","B1F76F9","WESTERN UNION","0.0569","Equity","Information Technology","$39,875,438","1,955,637","20.39","New York Stock Exchange Inc.","39,875,438.43"
"COH","US1897541041","2646015","COACH INC","0.0568","Equity","Consumer Discretionary","$39,804,475","1,033,614","38.51","New York Stock Exchange Inc.","39,804,475.14"
"CAM","US13342B1052","2222233","CAMERON INTERNATIONAL CORP","0.0568","Equity","Energy","$39,774,137","725,673","54.81","New York Stock Exchange Inc.","39,774,137.13"
"NWL","US6512291062","2635701","NEWELL RUBBER INC","0.0563","Equity","Consumer Discretionary","$39,477,330","1,015,886","38.86","New York Stock Exchange Inc.","39,477,329.96"
"GPS","US3647601083","2360326","GAP INC","0.0563","Equity","Consumer Discretionary","$39,427,577","993,889","39.67","New York Stock Exchange Inc.","39,427,576.63"
"PLL","US6964293079","2668804","PALL CORP","0.0560","Equity","Industrials","$39,231,677","399,630","98.17","New York Stock Exchange Inc.","39,231,677.10"
"DGX","US74834L1008","2702791","QUEST DIAGNOSTICS INC","0.0558","Equity","Health Care","$39,070,705","540,771","72.25","New York Stock Exchange Inc.","39,070,704.75"
"WAT","US9418481035","2937689","WATER CORP CORP","0.0556","Equity","Health Care","$38,992,369","310,820","125.45","New York Stock Exchange Inc.","38,992,369.00"
"WYN","US98310W1080","B198391","WYNDHAM WORLDWIDE CORP","0.0555","Equity","Consumer Discretionary","$38,901,398","451,764","86.11","New York Stock Exchange Inc.","38,901,398.04"
"SWN","US8454671095","2828619","SOUTHWESTERN ENERGY","0.0552","Equity","Energy","$38,656,981","1,440,275","26.84","New York Stock Exchange Inc.","38,656,981.00"
"RRC","US75281A1097","2523334","RANGE RESOURCES CORP","0.0550","Equity","Energy","$38,542,673","621,055","62.06","New York Stock Exchange Inc.","38,542,673.30"
"CA","US12673P1057","2214832","CA INC","0.0549","Equity","Information Technology","$38,457,618","1,194,707","32.19","NASDAQ","38,457,618.33"
"SPLS","US8550301027","2841489","STAPLES INC","0.0548","Equity","Consumer Discretionary","$38,377,375","2,400,086","15.99","NASDAQ","38,377,375.14"
"AEE","US0236081024","2050832","AMEREN CORP","0.0543","Equity","Utilities","$38,080,007","910,134","41.84","New York Stock Exchange Inc.","38,080,006.56"
"KIM","US49446R1095","2491594","KIMCO REALTY REIT CORP","0.0543","Equity","Financials","$38,079,014","1,546,042","24.63","New York Stock Exchange Inc.","38,079,014.46"
"BBY","US0865161014","2094670","BEST BUY INC","0.0543","Equity","Consumer Discretionary","$38,030,343","1,090,945","34.86","New York Stock Exchange Inc.","38,030,342.70"
"BLL","US0584981064","2073022","BALL CORP","0.0542","Equity","Materials","$38,002,864","514,665","73.84","New York Stock Exchange Inc.","38,002,863.60"
"OKE","US6826801036","2130109","ONEOK INC","0.0541","Equity","Energy","$37,946,020","780,943","48.59","New York Stock Exchange Inc.","37,946,020.37"
"RSG","US7607591002","2262530","REPUBLIC SERVICES INC","0.0539","Equity","Industrials","$37,780,375","939,343","40.22","New York Stock Exchange Inc.","37,780,375.46"
"LLL","US5024241045","2247366","L-3 COMMUNICATIONS HOLDINGS INC","0.0537","Equity","Industrials","$37,620,262","309,250","121.65","New York Stock Exchange Inc.","37,620,262.50"
"FTI","US30249U1016","2763561","FMC TECHNOLOGIES INC","0.0525","Equity","Energy","$36,811,037","866,958","42.46","New York Stock Exchange Inc.","36,811,036.68"
"TIF","US8865471085","2892090","TIFFANY","0.0523","Equity","Consumer Discretionary","$36,663,641","421,712","86.94","New York Stock Exchange Inc.","36,663,641.28"
"CCE","US19122T1097","B42BPG9","COCA-COLA ENTERPRISES INC","0.0522","Equity","Consumer Staples","$36,572,248","813,078","44.98","New York Stock Exchange Inc.","36,572,248.44"
"MKC","US5797802064","2550161","MCCORMICK & CO NON-VOTING INC","0.0518","Equity","Consumer Staples","$36,270,453","480,658","75.46","New York Stock Exchange Inc.","36,270,452.68"
"JNPR","US48203R1041","2431846","JUNIPER NETWORKS INC","0.0516","Equity","Information Technology","$36,142,236","1,357,200","26.63","New York Stock Exchange Inc.","36,142,236.00"
"KLAC","US4824801009","2480138","KLA TENCOR CORP","0.0515","Equity","Information Technology","$36,122,348","609,557","59.26","NASDAQ","36,122,347.82"
"HAR","US4130861093","2411138","HARMAN INTERNATIONAL INDUSTRIES IN","0.0514","Equity","Consumer Discretionary","$36,051,308","257,142","140.20","New York Stock Exchange Inc.","36,051,308.40"
"MAT","US5770811025","2572303","MATTEL INC","0.0514","Equity","Consumer Discretionary","$36,045,203","1,267,858","28.43","NASDAQ","36,045,202.94"
"MCHP","US5950171042","2592174","MICROCHIP TECHNOLOGY INC","0.0513","Equity","Information Technology","$35,948,005","754,893","47.62","NASDAQ","35,948,004.66"
"CMS","US1258961002","2219224","CMS ENERGY CORP","0.0512","Equity","Utilities","$35,900,994","1,032,231","34.78","New York Stock Exchange Inc.","35,900,994.18"
"EXPE","US30212P3038","B748CK2","EXPEDIA INC","0.0509","Equity","Consumer Discretionary","$35,650,372","370,355","96.26","NASDAQ","35,650,372.30"
"VAR","US92220P1057","2927516","VARIAN MEDICAL SYSTEMS INC","0.0507","Equity","Health Care","$35,554,561","374,969","94.82","New York Stock Exchange Inc.","35,554,560.58"
"CHRW","US12541W2098","2116228","CH ROBINSON WORLDWIDE INC","0.0506","Equity","Industrials","$35,490,983","548,335","64.72","NASDAQ","35,490,982.88"
"URI","US9113631090","2134781","UNITED RENTALS INC","0.0504","Equity","Industrials","$35,346,985","361,569","97.76","New York Stock Exchange Inc.","35,346,985.44"
"IFF","US4595061015","2464165","INTERNATIONAL FLAVORS & FRAGRANCES","0.0502","Equity","Materials","$35,170,272","302,566","116.24","New York Stock Exchange Inc.","35,170,271.84"
"MAS","US5745991068","2570200","MASCO CORP","0.0500","Equity","Industrials","$35,074,543","1,309,729","26.78","New York Stock Exchange Inc.","35,074,542.62"
"SEE","US81211K1007","2232793","SEALED AIR CORP","0.0496","Equity","Materials","$34,744,632","787,503","44.12","New York Stock Exchange Inc.","34,744,632.36"
"CSC","US2053631048","2215200","COMPUTER SCIENCES CORP","0.0489","Equity","Information Technology","$34,251,437","528,490","64.81","New York Stock Exchange Inc.","34,251,436.90"
"TRIP","US8969452015","B6ZC3N6","TRIPADVISOR INC","0.0487","Equity","Consumer Discretionary","$34,130,093","417,749","81.70","NASDAQ","34,130,093.30"
"CNP","US15189T1079","2440637","CENTERPOINT ENERGY INC","0.0486","Equity","Utilities","$34,023,906","1,610,218","21.13","New York Stock Exchange Inc.","34,023,906.34"
"FLR","US3434121022","2696838","FLUOR CORP","0.0482","Equity","Industrials","$33,767,747","553,842","60.97","New York Stock Exchange Inc.","33,767,746.74"
"FFIV","US3156161024","2427599","F5 NETWORKS INC","0.0477","Equity","Information Technology","$33,438,859","270,213","123.75","NASDAQ","33,438,858.75"
"EXPD","US3021301094","2325507","EXPEDITORS INTERNATIONAL OF WASHIN","0.0473","Equity","Industrials","$33,175,546","718,552","46.17","NASDAQ","33,175,545.84"
"HBAN","US4461501045","2445966","HUNTINGTON BANCSHARES INC","0.0472","Equity","Financials","$33,055,822","3,035,429","10.89","NASDAQ","33,055,821.81"
"WYNN","US9831341071","2963811","WYNN RESORTS LTD","0.0472","Equity","Consumer Discretionary","$33,043,238","303,790","108.77","NASDAQ","33,043,238.30"
"SNA","US8330341012","2818740","SNAP-ON INC.","0.0467","Equity","Industrials","$32,749,514","217,706","150.43","New York Stock Exchange Inc.","32,749,513.58"
"AES","US00130H1059","2002479","AES CORP","0.0465","Equity","Utilities","$32,566,162","2,421,276","13.45","New York Stock Exchange Inc.","32,566,162.20"
"NRG","US6293775085","2212922","NRG ENERGY INC","0.0463","Equity","Utilities","$32,465,750","1,265,228","25.66","New York Stock Exchange Inc.","32,465,750.48"
"DHI","US23331A1097","2250687","D R HORTON INC","0.0461","Equity","Consumer Discretionary","$32,315,326","1,245,772","25.94","New York Stock Exchange Inc.","32,315,325.68"
"UNM","US91529Y1064","2433842","UNUM GROUP","0.0458","Equity","Financials","$32,115,685","942,915","34.06","New York Stock Exchange Inc.","32,115,684.90"
"IPG","US4606901001","2466321","INTERPUBLIC GROUP OF COMPANIES INC","0.0457","Equity","Consumer Discretionary","$32,056,613","1,544,897","20.75","New York Stock Exchange Inc.","32,056,612.75"
"PVH","US6936561009","B3V9F12","PVH CORP","0.0453","Equity","Consumer Discretionary","$31,777,679","308,851","102.89","New York Stock Exchange Inc.","31,777,679.39"
"CMA","US2003401070","2212870","COMERICA INC","0.0452","Equity","Financials","$31,665,475","668,048","47.40","New York Stock Exchange Inc.","31,665,475.20"
"HP","US4234521015","2420101","HELMERICH & PAYNE INC","0.0451","Equity","Energy","$31,628,477","403,373","78.41","New York Stock Exchange Inc.","31,628,476.93"
"ETFC","US2692464017","2299011","E*TRADE FINANCIAL CORP.","0.0451","Equity","Financials","$31,583,859","1,081,639","29.20","NASDAQ","31,583,858.80"
"MLM","US5732841060","2572079","MARTIN MARIETTA MATERIALS INC.","0.0450","Equity","Materials","$31,566,807","231,598","136.30","New York Stock Exchange Inc.","31,566,807.40"
"HRB","US0936711052","2105505","H&R BLOCK INC","0.0450","Equity","Consumer Discretionary","$31,555,699","1,031,232","30.60","New York Stock Exchange Inc.","31,555,699.20"
"HRS","US4138751056","2412001","HARRIS CORP","0.0441","Equity","Information Technology","$30,925,191","390,174","79.26","New York Stock Exchange Inc.","30,925,191.24"
"LEN","US5260571048","2511920","LENNAR A CORP","0.0441","Equity","Consumer Discretionary","$30,905,710","668,810","46.21","New York Stock Exchange Inc.","30,905,710.10"
"MUR","US6267171022","2611206","MURPHY OIL CORP","0.0438","Equity","Energy","$30,735,142","624,825","49.19","New York Stock Exchange Inc.","30,735,141.75"
"DISCK","US25470F3029","B3D7KG4","DISCOVERY COMMUNICATIONS-C","0.0436","Equity","Consumer Discretionary","$30,543,414","1,012,377","30.17","NASDAQ","30,543,414.09"
"RL","US7512121010","B4V9661","RALPH LAUREN CORPORATION","0.0432","Equity","Consumer Discretionary","$30,269,118","225,771","134.07","New York Stock Exchange Inc.","30,269,117.97"
"DRI","US2371941053","2289874","DARDEN RESTAURANTS INC","0.0427","Equity","Consumer Discretionary","$29,938,430","464,666","64.43","New York Stock Exchange Inc.","29,938,430.38"
"FMC","US3024913036","2328603","FMC CORP","0.0427","Equity","Materials","$29,921,011","499,266","59.93","New York Stock Exchange Inc.","29,921,011.38"
"CPB","US1344291091","2162845","CAMPBELL SOUP","0.0427","Equity","Consumer Staples","$29,912,379","665,607","44.94","New York Stock Exchange Inc.","29,912,378.58"
"FLS","US34354P1057","2288406","FLOWSERVE CORP","0.0424","Equity","Industrials","$29,697,619","504,461","58.87","New York Stock Exchange Inc.","29,697,619.07"
"NAVI","US63938C1080","BLP5GX1","NAVIENT CORP","0.0423","Equity","Financials","$29,638,972","1,503,753","19.71","NASDAQ","29,638,971.63"
"HAS","US4180561072","2414580","HASBRO INC","0.0422","Equity","Consumer Discretionary","$29,544,788","418,778","70.55","NASDAQ","29,544,787.90"
"NWSA","US65249B1098","BBGVT40","NEWS CORP CLASS A","0.0421","Equity","Consumer Discretionary","$29,528,652","1,870,678","15.79","NASDAQ","29,528,652.23"
"CTAS","US1729081059","2197137","CINTAS CORP","0.0420","Equity","Industrials","$29,429,822","364,727","80.69","NASDAQ","29,429,821.63"
"MWV","US5833341077","2840044","MEADWESTVACO CORP","0.0420","Equity","Materials","$29,409,174","627,195","46.89","New York Stock Exchange Inc.","29,409,173.55"
"CHK","US1651671075","2182779","CHESAPEAKE ENERGY CORP","0.0418","Equity","Energy","$29,277,254","1,938,891","15.10","New York Stock Exchange Inc.","29,277,254.10"
"GCI","US3647301015","2360304","GANNETT INC","0.0417","Equity","Consumer Discretionary","$29,227,444","849,635","34.40","New York Stock Exchange Inc.","29,227,444.00"
"SCG","US80589M1027","2545844","SCANA CORP","0.0413","Equity","Utilities","$28,929,344","535,233","54.05","New York Stock Exchange Inc.","28,929,343.65"
"GT","US3825501014","2378200","GOODYEAR TIRE & RUBBER","0.0408","Equity","Consumer Discretionary","$28,597,554","1,009,088","28.34","NASDAQ","28,597,553.92"
"CINF","US1720621010","2196888","CINCINNATI FINANCIAL CORP","0.0403","Equity","Financials","$28,225,312","553,329","51.01","NASDAQ","28,225,312.29"
"FDO","US3070001090","2331225","FAMILY DOLLAR STORES INC","0.0403","Equity","Consumer Discretionary","$28,225,875","359,978","78.41","New York Stock Exchange Inc.","28,225,874.98"
"PCL","US7292511083","2692397","PLUM CREEK TIMBER COMPANY REIT INC","0.0402","Equity","Financials","$28,137,558","659,268","42.68","New York Stock Exchange Inc.","28,137,558.24"
"LUK","US5272881047","2513012","LEUCADIA CORP","0.0401","Equity","Financials","$28,122,199","1,181,605","23.80","New York Stock Exchange Inc.","28,122,199.00"
"RHI","US7703231032","2110703","ROBERT HALF","0.0401","Equity","Industrials","$28,121,280","506,416","55.53","New York Stock Exchange Inc.","28,121,280.48"
"HRL","US4404521001","2437264","HORMEL FOODS CORP","0.0393","Equity","Consumer Staples","$27,523,930","504,286","54.58","New York Stock Exchange Inc.","27,523,929.88"
"TMK","US8910271043","2896713","TORCHMARK CORP","0.0384","Equity","Financials","$26,888,814","475,824","56.51","New York Stock Exchange Inc.","26,888,814.24"
"XRAY","US2490301072","2364339","DENTSPLY INTERNATIONAL INC","0.0382","Equity","Health Care","$26,793,154","525,459","50.99","NASDAQ","26,793,154.41"
"CNX","US20854P1093","2413758","CONSOL ENERGY INC","0.0380","Equity","Energy","$26,601,790","861,736","30.87","New York Stock Exchange Inc.","26,601,790.32"
"ARG","US0093631028","2011561","AIRGAS INC","0.0377","Equity","Materials","$26,404,671","253,088","104.33","New York Stock Exchange Inc.","26,404,671.04"
"PNW","US7234841010","2048804","PINNACLE WEST CORP","0.0371","Equity","Utilities","$26,000,200","413,950","62.81","New York Stock Exchange Inc.","26,000,199.50"
"FTR","US35906A1088","2197933","FRONTIER COMMUNICATIONS CORP","0.0370","Equity","Telecommunications","$25,935,365","3,753,309","6.91","NASDAQ","25,935,365.19"
"SNI","US8110651010","B39QT24","SCRIPPS NETWORKS INTERACTIVE INC C","0.0362","Equity","Consumer Discretionary","$25,337,168","364,721","69.47","New York Stock Exchange Inc.","25,337,167.87"
"VRSN","US92343E1029","2142922","VERISIGN INC","0.0360","Equity","Information Technology","$25,257,691","393,790","64.14","NASDAQ","25,257,690.60"
"XYL","US98419M1009","B3P2CN8","XYLEM INC","0.0356","Equity","Industrials","$24,988,510","682,187","36.63","New York Stock Exchange Inc.","24,988,509.81"
"TSS","US8919061098","2897697","TOTAL SYSTEM SERVICES INC","0.0354","Equity","Information Technology","$24,782,719","616,179","40.22","New York Stock Exchange Inc.","24,782,719.38"
"IRM","US46284V1017","BVFTF03","IRON MOUNTAIN INC","0.0354","Equity","Financials","$24,777,203","699,921","35.40","New York Stock Exchange Inc.","24,777,203.40"
"POM","US7132911022","2971698","PEPCO HOLDINGS INC","0.0352","Equity","Utilities","$24,706,718","946,255","26.11","New York Stock Exchange Inc.","24,706,718.05"
"PHM","US7458671010","2708841","PULTEGROUP INC","0.0352","Equity","Consumer Discretionary","$24,662,227","1,241,804","19.86","New York Stock Exchange Inc.","24,662,227.44"
"ADT","US00101J1060","B7XWRM2","ADT CORPORATION","0.0347","Equity","Industrials","$24,303,192","640,738","37.93","New York Stock Exchange Inc.","24,303,192.34"
"TDC","US88076W1036","B247H10","TERADATA CORP","0.0343","Equity","Information Technology","$24,020,967","543,215","44.22","New York Stock Exchange Inc.","24,020,967.30"
"NFX","US6512901082","2635079","NEWFIELD EXPLORATION","0.0340","Equity","Energy","$23,857,064","601,085","39.69","New York Stock Exchange Inc.","23,857,063.65"
"PWR","US74762E1029","2150204","QUANTA SERVICES INC.","0.0335","Equity","Industrials","$23,479,195","791,078","29.68","New York Stock Exchange Inc.","23,479,195.04"
"GAS","US0012041069","2060961","AGL RESOURCES INC.","0.0328","Equity","Utilities","$23,020,634","447,611","51.43","New York Stock Exchange Inc.","23,020,633.73"
"AIV","US03748R1014","2057059","APARTMENT INVESTMENT & MANAGEMENT","0.0320","Equity","Financials","$22,407,965","584,759","38.32","New York Stock Exchange Inc.","22,407,964.88"
"LEG","US5246601075","2510682","LEGGETT & PLATT INC","0.0319","Equity","Consumer Discretionary","$22,379,133","517,676","43.23","New York Stock Exchange Inc.","22,379,133.48"
"RIG","CH0048265513","B3KFWW1","TRANSOCEAN LTD","0.0319","Equity","Energy","$22,356,296","1,273,863","17.55","New York Stock Exchange Inc.","22,356,295.65"
"PKI","US7140461093","2305844","PERKINELMER INC.","0.0313","Equity","Health Care","$21,957,938","424,226","51.76","New York Stock Exchange Inc.","21,957,937.76"
"TEG","US45822P1057","2982098","INTEGRYS ENERGY GROUP INC.","0.0313","Equity","Utilities","$21,915,544","297,806","73.59","New York Stock Exchange Inc.","21,915,543.54"
"ESV","GB00B4VLR192","B4VLR19","ENSCO PLC CLASS A","0.0312","Equity","Energy","$21,830,975","876,746","24.90","New York Stock Exchange Inc.","21,830,975.40"
"ALLE","IE00BFRT3W74","BFRT3W7","ALLEGION PLC","0.0310","Equity","Industrials","$21,759,914","359,371","60.55","New York Stock Exchange Inc.","21,759,914.05"
"NDAQ","US6311031081","2965107","NASDAQ OMX GROUP INC.","0.0309","Equity","Financials","$21,643,649","442,068","48.96","NASDAQ","21,643,649.28"
"ZION","US9897011071","2989828","ZIONS BANCORPORATION","0.0306","Equity","Financials","$21,473,694","759,056","28.29","NASDAQ","21,473,694.24"
"JEC","US4698141078","2469052","JACOBS ENGINEERING GROUP INC","0.0302","Equity","Industrials","$21,187,717","479,903","44.15","New York Stock Exchange Inc.","21,187,717.45"
"GRMN","CH0114405324","B3Z5T14","GARMIN LTD","0.0294","Equity","Consumer Discretionary","$20,586,266","452,048","45.54","NASDAQ","20,586,265.92"
"LM","US5249011058","2510615","LEGG MASON INC","0.0284","Equity","Financials","$19,882,618","370,806","53.62","New York Stock Exchange Inc.","19,882,617.72"
"R","US7835491082","2760669","RYDER SYSTEM INC","0.0275","Equity","Industrials","$19,242,638","198,153","97.11","New York Stock Exchange Inc.","19,242,637.83"
"AVY","US0536111091","2066408","AVERY DENNISON CORP","0.0265","Equity","Materials","$18,570,130","340,050","54.61","New York Stock Exchange Inc.","18,570,130.50"
"THC","US88033G4073","B8DMK08","TENET HEALTHCARE CORP.","0.0257","Equity","Health Care","$17,992,810","368,177","48.87","New York Stock Exchange Inc.","17,992,809.99"
"DISCA","US25470F1049","B3D7K31","DISCOVERY COMMUNICATIONS-A","0.0256","Equity","Consumer Discretionary","$17,978,791","558,521","32.19","NASDAQ","17,978,790.99"
"PBCT","US7127041058","B1W41J2","PEOPLES UNITED FINANCIAL INC","0.0250","Equity","Financials","$17,494,570","1,152,475","15.18","NASDAQ","17,494,570.50"
"AN","US05329W1027","2732635","AUTONATION INC","0.0249","Equity","Consumer Discretionary","$17,447,176","280,366","62.23","New York Stock Exchange Inc.","17,447,176.18"
"FSLR","US3364331070","B1HMF22","FIRST SOLAR INC","0.0249","Equity","Information Technology","$17,431,341","281,423","61.94","NASDAQ","17,431,340.62"
"DNB","US26483E1001","2636254","DUN & BRADSTREET CORP","0.0246","Equity","Industrials","$17,267,267","134,407","128.47","New York Stock Exchange Inc.","17,267,267.29"
"PBI","US7244791007","2690506","PITNEY BOWES INC","0.0244","Equity","Industrials","$17,083,767","757,595","22.55","New York Stock Exchange Inc.","17,083,767.25"
"TE","US8723751009","2880255","TECO ENERGY INC","0.0241","Equity","Utilities","$16,919,194","881,208","19.20","New York Stock Exchange Inc.","16,919,193.60"
"HCBK","US4436831071","2437952","HUDSON CITY BANCORP INC","0.0240","Equity","Financials","$16,854,589","1,800,704","9.36","NASDAQ","16,854,589.44"
"CVC","US12686C1099","2162243","CABLEVISION SYSTEMS CORP CLASS A","0.0237","Equity","Consumer Discretionary","$16,593,388","822,269","20.18","New York Stock Exchange Inc.","16,593,388.42"
"GNW","US37247D1063","B011WL6","GENWORTH FINANCIAL A INC","0.0237","Equity","Financials","$16,578,712","1,858,600","8.92","New York Stock Exchange Inc.","16,578,712.00"
"FLIR","US3024451011","2344717","FLIR SYSTEMS INC","0.0232","Equity","Information Technology","$16,235,258","523,887","30.99","NASDAQ","16,235,258.13"
"AIZ","US04621X1081","2331430","ASSURANT INC","0.0230","Equity","Financials","$16,088,477","258,782","62.17","New York Stock Exchange Inc.","16,088,476.94"
"GME","US36467W1099","B0LLFT5","GAMESTOP CORP CLASS A","0.0229","Equity","Consumer Discretionary","$16,020,446","407,334","39.33","New York Stock Exchange Inc.","16,020,446.22"
"JOY","US4811651086","2781905","JOY GLOBAL INC","0.0222","Equity","Industrials","$15,560,487","364,927","42.64","New York Stock Exchange Inc.","15,560,487.28"
